35542	論	leon6	l	un	陽去	耒盡
20399	侯	hau4	h	ow	陽平	下由
21897	喉	hau4	h	ow	陽平	下由
29492	猴	hau4	h	ow	陽平	下由
20505	候	hau6	h	ow	陽去	下又
20415	便	bin6	p	een	陽去	並見
20415	便	pin4	p’	een	陽平	磐天
38829	鞭	bin1	p	een	陰平	丙天
20509	倝	gon3	k	on	陰去	見翰
32752	翰	hon6	h	on	陽去	下翰
20094	乾	kin4	k’	een	陽平	其天
20094	乾	gon1	k	on	陰平	見干
20445	保	bou2	p	ou	陰上	丙老
22561	堡	bou2	p	ou	陰上	丙老
33862	葆	bou2	p	ou	陰上	丙老
35090	褒	bou1	p	ou	陰平	丙刀
35139	襃	bou1	p	ou	陰平	丙刀
20489	倉	cong1	ts’	ong	陰平	七當
33980	蒼	cong1	ts’	ong	陰平	七當
29810	瑲	cong1	ts’	ong	陰平	七當
30241	瘡	chong1	ch’	ong	陰平	丑當
21109	創	chong3	ch’	ong	陰去	丑壯
20632	傘	saan3	s	an	陰去	心犯
20681	僉	cim1	ts’	eem	陰平	七廉
31805	簽	cim1	ts’	eem	陰平	七廉
25016	憸	cim1	ts’	eem	陰平	七廉
25986	斂	lim5	l	eem	陽上	耒點
27566	殮	lim5	l	eem	陽上	耒點
27483	歛	lim6	l	eem	陽去	耒欠
33225	臉	lim6	l	eem	陽去	耒欠
40572	鹼	njim6	j	eem	陽去	言欠
38570	險	him2	h	eem	陰上	可點
20745	儉	gim6	k	eem	陽去	共欠
21133	劍	gim3	k	eem	陰去	見欠
21138	劒	gim3	k	eem	陰去	見欠
21140	劔	gim3	k	eem	陰去	見欠
27298	檢	gim2	k	eem	陰上	見點
20799	儿	jan4	y	a’n	陽平	由申
20800	兀	ngat6	ng	a’t	陽入	岸不
34426	虺	fui1	f	ooey	陰平	非回
36559	軏	hyut6	h	üt	陽入	下乙
20801	允	wan5	X	wa’n	陽上	喻尹
21550	吮	shyun5	s’	ün	陽上	時犬
20803	元	njyun4	j	ün	陽平	言全
40703	黿	njyun4	j	ün	陽平	言全
38446	阮	njyun5	j	ün	陽上	言犬
20896	冠	gun1	k	oon	陰平	見門
20896	冠	gun3	k	oon	陰去	見半
38929	頑	waan4	X	wan	陽平	喻環
29609	玩	wun6	X	oon	陽去	喻半
20804	兄	hing1	h	ing	陰平	可丁
31069	祝	zhuk1	ch	uk	陰入	之卜
20917	况	fong3	f	ong	陰去	非壯
27841	況	fong3	f	ong	陰去	非壯
36026	貺	fong2	f	ong	陰上	非綁
21650	咒	zhau3	ch	ow	陰去	之又
20805	充	chung1	ch’	ung	陰平	丑中
32113	統	tung2	t’	ung	陰上	太總
20806	兆	zhiu6	ch	ew	陽去	杖照
26177	晁	chiu4	ch’	ew	陽平	長夭
25361	挑	tiu1	t’	ew	陰平	太夭
31381	窕	tiu3	t’	ew	陰去	太照
26691	桃	tou4	t’	ou	陽平	同刀
36867	逃	tou4	t’	ou	陽平	同刀
40727	鼗	tou4	t’	ou	陽平	同刀
21687	咷	tou4	t’	ou	陽平	同刀
20808	先	sin1	s	een	陰平	心天
27927	洗	sai2	s	y	陰上	心啟
20809	光	gwong1	k	wong	陰平	見王
24653	恍	gwong1	k	wong	陰平	見王
26179	晃	fong2	f	ong	陰上	非綁
35301	觥	gwaang1	k	wang	陰平	見橫
20811	克	hak1	h	a’k	陰入	可則
20834	兢	ging1	k	ing	陰平	見丁
23557	尅	hak1	h	a’k	陰入	可則
21067	剋	hak1	h	a’k	陰入	可則
20812	兌	dui6	t	ooey	陽去	大罪
20817	兑	dui6	t	ooey	陽去	大罪
37555	銳	jeoi6	y	oey	陽去	由稅
37613	鋭	jeoi6	y	oey	陽去	由稅
35498	說	shyut1	s’	üt	陰入	審乙
35500	説	shyut1	s’	üt	陰入	審乙
31237	稅	sheoi3	s’	oey	陰去	審稅
31246	税	sheoi3	s’	oey	陰去	審稅
33067	脫	tyut6	t’	üt	陽入	同乙
33073	脱	tyut6	t’	üt	陽入	同乙
26802	梲	zhyut1	ch	üt	陰入	之乙
26817	棁	zhyut1	ch	üt	陰入	之乙
24709	悅	hyut6	h	üt	陽入	下乙
24742	悦	hyut6	h	üt	陽入	下乙
38321	閱	hyut6	h	üt	陽入	下乙
38322	閲	hyut6	h	üt	陽入	下乙
20813	免	min5	m	een	陽上	明典
21193	勉	min5	m	een	陽上	明典
20885	冕	min5	m	een	陽上	明典
28028	浼	mui5	m	ooey	陽上	明每
20930	凂	mui5	m	ooey	陽上	明每
25405	挽	waan5	X	wan	陽上	喻挽
36627	輓	waan5	X	wan	陽上	喻挽
26202	晚	maan5	m	an	陽上	明晚
26217	晩	maan5	m	an	陽上	明晚
36920	逸	jat6	y	a’t	陽入	由不
20818	兒	nji4	j	e	陽平	言希
21810	唲	nji4	j	e	陽平	言希
36631	輗	ngai4	ng	y	陽平	岸西
20522	倪	ngai4	ng	y	陽平	岸西
38675	霓	ngai4	ng	y	陽平	岸西
40593	麑	ngai4	ng	y	陽平	岸西
35982	貎	ngai4	ng	y	陽平	岸西
30568	睨	ngai5	ng	y	陽上	岸啟
39721	鬩	nik1	n	ik	陰入	拈息
18855	䦧	nik1	n	ik	陰入	拈息
20820	兔	tou3	t’	ou	陰去	太路
20814	兎	tou3	t’	ou	陰去	太路
20832	兠	dau1	t	ow	陰平	丁由
20828	兜	dau1	t	ow	陰平	丁由
20837	入	jap6	y	up	陽入	由十
20839	內	noi6	n	oy	陽去	尼代
34443	蚋	jeoi6	y	oey	陽去	由稅
32013	納	naap6	n	ap	陽入	尼甲
35365	訥	neot6	n	ut	陽入	尼出
20840	全	cyun4	ts’	ün	陽平	前全
29303	牷	cyun4	ts’	ün	陽平	前全
30154	痊	cyun4	ts’	ün	陽平	前全
31564	筌	cyun4	ts’	ün	陽平	前全
20841	兩	loeng5	l	eong	陽上	耒兩
20486	倆	loeng5	l	eong	陽上	耒兩
36635	輛	loeng5	l	eong	陽上	耒兩
20446	俞	jyu4	X	ü	陽平	喻於
20842	兪	jyu4	X	ü	陽平	喻於
27014	榆	jyu4	X	ü	陽平	喻於
26977	楡	jyu4	X	ü	陽平	喻於
24841	愉	jyu4	X	ü	陽平	喻於
36926	逾	jyu4	X	ü	陽平	喻於
28189	渝	jyu4	X	ü	陽平	喻於
29788	瑜	jyu4	X	ü	陽平	喻於
25540	揄	jyu4	X	ü	陽平	喻於
31404	窬	jyu4	X	ü	陽平	喻於
21947	喻	jyu6	X	ü	陽去	喻去
21929	喩	jyu6	X	ü	陽去	喻去
